Educ,YEAR,Age_grp,w.obs,obs,lnNrmWealth.mean,lnNrmWealth.sd,lnPermIncome.mean,lnPermIncome.sd
HS,2010,"(35,40]",5442365.196553073,1386,-0.42056801603106814,1.423489572653757,4.139261484425303,0.6268747287880821
HS,2010,"(40,45]",4999979.380591249,1318,-0.14325904344384055,1.6307031907201799,4.158136947011297,0.6729502069407579
HS,2010,"(45,50]",5900731.274802213,1492,0.14545067722121421,1.761222487416917,4.28314420378769,0.6880162282045448
HS,2010,"(50,55]",6503014.218686916,1702,0.4873471803482028,1.5366162985980518,4.252331884474798,0.6859210138090632
HS,2010,"(55,60]",5492004.441864047,1531,0.609875830344464,1.5305577476452896,4.167043348755731,0.79684036619951
HS,2010,"(60,65]",4386623.940280966,1135,1.182764649614387,1.4027871811801025,3.941984875298294,0.7999876637000854
HS,2010,"(65,70]",3807257.646301554,864,1.2259050870313881,1.8121700042192588,3.999881311114047,0.702260499912212
HS,2010,"(70,75]",3213863.7097514104,683,1.3192639428933641,1.450126206932235,3.782129119277647,0.7032371145418621
HS,2010,"(75,80]",2739999.3937139264,480,1.3881159402471952,1.5878698797660507,3.5409186576977443,0.6888226335566102
HS,2010,"(80,85]",1770882.6730002554,332,1.713580945759204,1.6399290690340054,3.512791002833303,0.659181952741988
HS,2010,"(85,90]",964031.9045966855,180,1.9942900661021083,0.9741567730793641,3.6043577491211543,0.7290072784773337
HS,2010,"(90,95]",258253.30303258527,55,1.4494017315784749,1.069300500356011,3.3634506238122,0.6119297757473895
HS,2013,"(15,20]",526082.6510331535,105,-0.6426369879566163,1.4721501941516963,2.8245735545641737,0.66249868359102
HS,2013,"(20,25]",3036949.174809251,561,-1.0812342937817578,1.7526704743231725,3.3875389811669896,0.6736467457859727
HS,2013,"(25,30]",3585060.541587913,743,-0.8140719109551102,1.4991293184782761,3.746544855831705,0.672402577985095
HS,2013,"(30,35]",4729363.9072252475,976,-0.6409036193339376,1.490433034943633,3.9980227026939987,0.677177323108642
HS,2013,"(35,40]",4627115.045237275,1051,-0.6875307303063443,1.6771921503651939,4.03017157816436,0.664191698713116
HS,2013,"(40,45]",5109989.734063068,1172,-0.2746080499733376,1.5057741941791252,4.1966237820997625,0.6883170756198527
HS,2013,"(45,50]",5990350.733950346,1392,0.1726257079329717,1.572702298427757,4.210175736745074,0.7349546618552578
HS,2013,"(50,55]",6022192.540595209,1502,0.18577921119334867,1.879451020884524,4.11148055318977,0.823711861639964
HS,2013,"(55,60]",6462337.648205328,1460,0.6300862955841334,1.7253736778036055,4.043724393809454,0.8179188962937205
HS,2013,"(60,65]",5297056.528701019,1162,0.47396835489991224,2.066840599301849,3.9125903775943778,0.7615437594193953
HS,2013,"(65,70]",4937074.596665355,970,1.196784185703904,1.5573727263537718,3.7604843036772917,0.6830418457314035
HS,2013,"(70,75]",3074252.613523997,645,1.1328800661918685,1.6314610616405405,3.687773391858402,0.7510956738938455
HS,2013,"(75,80]",2847983.350675314,477,1.3179900019536421,1.876180113609505,3.5933416940426666,0.6554551861432737
HS,2013,"(80,85]",2521762.5404823343,414,1.6511902462626578,1.3179191299200255,3.5234098782470187,0.6386355849284814
HS,2013,"(85,90]",993862.9004343868,205,1.1676489601148259,1.7021006720376763,3.455398106204866,0.6084919290818147
HS,2013,"(90,95]",477680.749333117,80,1.418118047701544,1.7368880045819977,3.2787096614007254,0.6653225819739498
HS,2016,"(15,20]",778337.9237227973,137,-1.6288207285125915,2.8356214947560834,2.811132915012109,0.8728138062840548
HS,2016,"(20,25]",3073434.7877833387,531,-1.050138847149537,1.7979606712419844,3.4887337836177226,0.6533540501923223
HS,2016,"(25,30]",3755947.3750976506,769,-0.955538187357314,1.657304262202931,3.8150088258934574,0.7067279908938844
HS,2016,"(30,35]",4428485.456471471,899,-0.4851331504682053,1.7265091151109284,3.981028837234999,0.6888037517454987
HS,2016,"(35,40]",4479696.647666008,1001,-0.3852098313118943,1.6772390637368628,4.079808208564366,0.6992501021461176
HS,2016,"(40,45]",4596867.947211327,1051,-0.12088703756657647,1.5975114524444087,4.158031173484795,0.7659347620709462
HS,2016,"(45,50]",4678747.486529605,1069,0.16369987229105107,1.631866299094326,4.141937693749777,0.7823708535655567
HS,2016,"(50,55]",6416731.0537544945,1535,0.33958595809874165,1.7979970486168224,4.100919776246627,0.7600054120318485
HS,2016,"(55,60]",6067004.959801588,1479,0.7258083656200762,1.8628642593124296,3.9805467084668185,0.9249225162208701
HS,2016,"(60,65]",5564245.404879899,1337,0.5854015155237857,1.9391073699262205,3.9394231933098456,0.8495667334837317
HS,2016,"(65,70]",5001414.495751717,1046,0.8876200319098414,1.7738974219927734,3.854234919597594,0.7900527715842836
HS,2016,"(70,75]",3031724.7591178953,614,1.1634648437440103,1.8826172062221431,3.781164654350937,0.7030352692259434
HS,2016,"(75,80]",2705200.3874511346,486,1.360390859424132,1.375917738311289,3.7440831070808067,0.6303279032093363
HS,2016,"(80,85]",2307813.5590288537,383,1.5698439100815549,1.4682648297942988,3.706359096336162,0.6702616590685865
HS,2016,"(85,90]",1179896.56821854,189,1.8044799131703433,1.6214795285127739,3.6465327254079,0.7162713465246168
HS,2016,"(90,95]",499896.95139757777,90,1.4412118538313743,1.931025652026428,3.3180139606879226,0.46784072688719747
HS,2019,"(15,20]",681766.6358070908,114,-0.503170074641311,1.4299413177102522,3.008049236882415,0.9877408088297418
HS,2019,"(20,25]",3162839.2627467248,490,-0.7507026883216417,1.8996710643277848,3.4012761640801945,0.9362354549156469
HS,2019,"(25,30]",4416345.71011935,709,-0.9428227931725808,1.489219500871594,3.8708438809886134,0.6401178575881405
HS,2019,"(30,35]",4456401.927771095,702,-0.42240793342047794,1.488218704736542,4.056908498703413,0.608857636326905
HS,2019,"(35,40]",4696935.001352901,1001,-0.4169689633084289,1.7871094070229219,4.133887051868494,0.763623043852362
HS,2019,"(40,45]",4534339.748697913,917,-0.11667194233957552,1.9592966743757745,4.186528253963336,0.7554929788564237
HS,2019,"(45,50]",4992202.226411828,1035,0.26110105205486217,1.6448800005882545,4.223779763444738,0.7417723179967849
HS,2019,"(50,55]",6206682.629544415,1346,0.21877858618907126,1.6274537524150279,4.190344129792109,0.7818270761530168
HS,2019,"(55,60]",6122064.308390972,1327,0.7048990401111853,1.7601201987537338,4.057076909686436,0.8898944990305377
HS,2019,"(60,65]",6177289.792547609,1343,0.7829503898508471,2.0752453277051397,3.9403874011276323,0.8492315166825939
HS,2019,"(65,70]",4831407.443120817,981,1.1826434700531032,1.65277846507831,3.7860607402891078,0.8169643760123013
HS,2019,"(70,75]",4106388.3813291998,725,1.1253517048394894,1.5221543970804616,3.7099471087450007,0.7894907410819502
HS,2019,"(75,80]",3840333.6964613576,532,1.571140430236963,1.3502238000299407,3.6208498050189077,0.7779223832559832
HS,2019,"(80,85]",1271231.7548411107,210,1.1919402875397773,1.9381865515412517,3.5489896828143284,0.7483126943821656
HS,2019,"(85,90]",704793.4954735736,115,1.8208100591203518,1.8613366161519993,3.251919226128648,1.0206771621902342
HS,2019,"(90,95]",409552.7018655702,65,1.742605480012613,1.6847747364579897,3.83941720389897,0.7899309884351905
College,1995,"(15,20]",NA,NA,NA,NA,NA,NA
College,1995,"(20,25]",572747.179027965,108,-0.4446757108468282,1.5811693603819974,3.549760078879921,0.7091457016052204
College,1995,"(25,30]",2765031.8143134434,478,-0.09112831127277427,1.1336001125515678,4.217432570345429,0.5941171926331275
College,1995,"(30,35]",2819045.095814217,553,0.14259878628673783,1.091322468531291,4.342462237712857,0.6515067888366431
College,1995,"(35,40]",2516752.568901338,666,0.3376082628558392,1.2493277184501843,4.47965325651689,0.7748307956427396
College,1995,"(40,45]",3582521.923728833,1000,0.600268715039716,1.3408848026104423,4.6340277503535505,0.670276075856059
College,1995,"(45,50]",3261238.2705258,1114,0.8906049163227784,1.197825088247513,4.821613390437474,0.7249824010463707
College,1995,"(50,55]",2072093.2546199753,1013,1.214612768390725,0.948411167892483,4.765175263501987,0.8573977988095097
College,1995,"(55,60]",1073369.7569222376,717,1.6310515076571939,1.0938577340616438,4.879605987806518,0.7705643330004215
College,1995,"(60,65]",1066236.7897718695,644,1.7080455818481035,1.1765697797040684,4.78058582368152,1.0047784117695875
College,1995,"(65,70]",1159864.763062811,648,1.973548097535262,1.632841081872664,4.0266764304660665,1.2460926793533098
College,1995,"(70,75]",915632.8730265889,409,2.057350080212426,1.9600025079578023,4.066689890555743,1.366326295945612
College,1995,"(75,80]",846333.2866034692,280,1.8977963372695306,0.7813023301858785,4.095250924900226,0.5919404497403599
College,1995,"(80,85]",551272.6194985963,153,1.8141693729727209,0.9307274860622703,3.9360229910108466,0.6989052804927407
College,1995,"(85,90]",187196.35690839996,77,1.894223155632986,0.8830402536872526,3.7502926535544665,0.7873216400280315
College,1995,"(90,95]",98494.24920218947,32,1.722225485068497,0.6412431447834804,4.354608659097741,0.8066314923593543
College,1998,"(15,20]",23818.383085539645,5,0.7179984737902811,0.6498642640514913,2.597326037749153,0.60113443639921
College,1998,"(20,25]",585722.8885171963,125,-0.2449452184870562,1.8908216864619356,3.535688854829602,0.9157026595486226
College,1998,"(25,30]",2024039.6989890311,341,-0.3890668947764271,1.360486351610907,4.196058160249743,0.70641570794128
College,1998,"(30,35]",2645416.1539437464,503,0.34065390398949535,1.5245551363871117,4.504955480212961,0.6885430502876283
College,1998,"(35,40]",2552064.4714121814,719,0.660681864564605,1.0518033048682867,4.607923378306414,0.7390740922043574
College,1998,"(40,45]",3451341.679790303,1008,0.6572763047650659,1.3044260617310492,4.717089958573051,0.7917850052579765
College,1998,"(45,50]",3703972.7909166147,1200,1.0277294359678644,1.2934046434845128,4.818757912420351,0.7088779143513596
College,1998,"(50,55]",3028896.2513290416,1184,1.2321947881292603,1.2613577482747198,4.934816127622904,0.6954856918552731
College,1998,"(55,60]",1772331.1875415493,838,1.458165653425048,1.4660825902810188,4.903402861138478,0.8264135812914086
College,1998,"(60,65]",1246093.6014701594,655,1.766446909113134,0.9402296484141203,4.949606318521067,0.8427990042407644
College,1998,"(65,70]",1540043.214108826,642,1.847888899828295,1.2618942189587754,4.502897405071944,0.7972338487558948
College,1998,"(70,75]",1123721.2621730973,406,2.1678500025367775,1.3559895440335201,4.143632755486411,0.8926734480057384
College,1998,"(75,80]",631564.9277261725,232,2.0713883585160686,0.9740941546823967,4.147855817631854,0.8473235106820424
College,1998,"(80,85]",651732.535105805,156,1.845660938789031,0.8522681860002381,4.1358153187558075,0.9700537162630661
College,1998,"(85,90]",93202.73267366728,35,2.4371205877174216,1.1602194433523147,3.5753469757393517,0.6045576697756462
College,1998,"(90,95]",126724.01203267183,28,1.9501434473711332,0.5617609407382689,3.9701488555590236,0.684684837210938
College,2001,"(15,20]",NA,NA,NA,NA,NA,NA
College,2001,"(20,25]",934643.7991910107,153,-0.8410446276715522,1.3244194486300527,4.002449869094506,0.7025580705254636
College,2001,"(25,30]",2157786.261444465,356,0.18703647012513933,1.511384371113479,4.458984109058067,0.5666401183910009
College,2001,"(30,35]",2461855.8340993063,450,0.2708604435892602,1.444230632649191,4.770092892596145,0.6544475328902885
College,2001,"(35,40]",3373090.5313287904,815,0.7160745248198934,1.0407030070770735,4.795686778674534,0.7727368429479715
College,2001,"(40,45]",4273955.583429493,1193,0.8863859229044916,1.2834422368187597,4.789768485468048,0.8440841958504964
College,2001,"(45,50]",3565224.4568644827,1347,1.2403820009973994,1.0910005950166124,4.865873410694518,0.8246301853412662
College,2001,"(50,55]",3521601.313442927,1285,1.4510415354300041,1.064998346059889,5.021863201313319,0.8769512767451838
College,2001,"(55,60]",2233435.7132176273,980,1.5677311333192527,1.2371559397455212,4.871353929711538,1.0233724886188738
College,2001,"(60,65]",1669775.5072977995,685,1.6877310870661502,1.1618625506520972,4.729779352788769,0.8803148523934865
College,2001,"(65,70]",1539184.49843761,631,2.1454808986012743,1.1761437288618832,4.658092670440985,0.950405604824387
College,2001,"(70,75]",1429502.862857811,502,2.2234782813301823,1.0609271929904722,4.296194097518263,0.7884719157718235
College,2001,"(75,80]",980946.3263370885,338,2.3545478103148834,1.134437105720997,4.316541266727154,0.725784029495015
College,2001,"(80,85]",342807.2668974162,132,2.605248244930789,0.9544060289163795,4.2388384712500375,0.7816744385271526
College,2001,"(85,90]",102669.65759550316,51,1.0135170203947526,1.876350612724789,4.057098583782652,0.4257465390590377
College,2001,"(90,95]",176270.83837750828,48,2.1833101430521733,1.1320546180132274,3.6508396330705146,0.9319415940204132
College,2004,"(15,20]",NA,NA,NA,NA,NA,NA
College,2004,"(20,25]",646293.2254013169,95,-0.07191886440795044,1.786164459459726,3.5184108704675516,1.1089836697994897
College,2004,"(25,30]",1957649.5408873672,300,0.07188302954961676,1.2171939464248023,4.447472076183901,0.5996637040358502
College,2004,"(30,35]",3113985.113120246,491,0.08473263168314112,1.1755135015241491,4.640280594319769,0.6055305712816282
College,2004,"(35,40]",3448011.062025191,777,0.6093260468785683,1.1892095087567534,4.8563341137376135,0.7077413657994548
College,2004,"(40,45]",3441427.3054309213,917,1.0245499138944654,1.09633403838796,4.9214608952284795,0.811830928980833
College,2004,"(45,50]",4163387.191692448,1321,1.1037573167697112,1.1715509621385953,4.968846123317001,0.7968074527176594
College,2004,"(50,55]",3580863.524294798,1380,1.345380460963435,1.2778963629084341,5.0142923451405625,0.8923090701529909
College,2004,"(55,60]",3566465.210294137,1358,1.5413673625914546,1.1893078562842945,4.987994938292783,0.9244014766994311
College,2004,"(60,65]",2479861.1544786803,1069,2.0322404804859358,1.111508708637347,4.788069818336129,0.9691955670414422
College,2004,"(65,70]",1572354.997055813,601,1.8174083574833098,1.6280169772783273,4.489963430930646,0.9138324742329205
College,2004,"(70,75]",1594483.0223924092,560,1.9950911757307432,1.1841339667358137,4.378435776988083,0.9189535391686767
College,2004,"(75,80]",1037776.1409526552,325,2.0815810745900336,1.1452185226702052,4.615365735760913,0.9162695397817596
College,2004,"(80,85]",781423.9096597133,165,2.3056941563220357,0.6245537158110046,4.167715314998117,0.8281206474081474
College,2004,"(85,90]",274649.03764733975,56,1.906928716103247,1.839558310003308,3.675845844533969,1.1416949313068818
College,2004,"(90,95]",55985.96489594858,10,-3.6360833196155706,0.3642468889345648,4.655811471754071,0.17969851758594563
College,2007,"(15,20]",NA,NA,NA,NA,NA,NA
College,2007,"(20,25]",760999.9633433548,107,-0.21785177647864787,1.7806531324994257,3.7540059423942247,0.7554976774438111
College,2007,"(25,30]",2359102.930430029,319,-0.22634276702061532,1.4550698093448968,4.497174545492731,0.5710790806292159
College,2007,"(30,35]",2782432.0504269614,472,0.34490204281416753,1.1004203345822767,4.746596086388003,0.6361445464967849
College,2007,"(35,40]",3176458.2310163705,654,0.8196260408258028,1.0903283093689704,4.803987585271197,0.7242229421240979
College,2007,"(40,45]",3559099.761060452,899,1.0171802734957758,1.0206948497433772,4.872365468237391,0.7378219859079121
College,2007,"(45,50]",4088462.5763384067,1128,1.351367815686935,1.095580714323343,4.948642585346023,0.759000559854878
College,2007,"(50,55]",4147421.2853425825,1374,1.2873630867189279,1.311890731015474,4.920646785057112,0.94451227926586
College,2007,"(55,60]",3331143.1604761565,1315,1.6595520311245309,1.1705049867152737,5.010818919722463,0.9122410284119817
College,2007,"(60,65]",2944167.6134597138,1160,1.796613986456169,1.5452693375709647,4.6657288256938845,1.0368988097443639
College,2007,"(65,70]",1555135.992669085,665,2.3241123382609383,0.9470855265005139,4.618948354464072,1.0984950249400978
College,2007,"(70,75]",1175828.9271640428,515,2.0723515697436428,1.1002802472425104,4.758673430977605,0.9647408442521019
College,2007,"(75,80]",830762.5125477083,333,2.5989571862517753,0.7356460813450779,4.227252028082639,0.8986501543655526
College,2007,"(80,85]",692554.3746597475,205,2.331244694508976,1.0287567805070248,4.220432799098842,0.8115702112598532
College,2007,"(85,90]",375648.96439657395,86,3.0947752527792103,0.7378407089720804,3.7111828360555545,0.7106483112978152
College,2007,"(90,95]",55074.83005103109,25,2.569647171201025,0.5230353745929514,4.273000982243586,0.41992437723875986
College,2010,"(15,20]",NA,NA,NA,NA,NA,NA
College,2010,"(20,25]",781254.3618797223,162,-0.6387864628167432,1.1008278316157545,3.7831318821005686,0.8237354248725404
College,2010,"(25,30]",2393691.145732915,526,-0.28963217764440946,1.3536984633171358,4.313317564527341,0.6098888766487902
College,2010,"(30,35]",2523316.207422834,662,-0.14767348872427935,1.5551864525556325,4.624667418618788,0.7297298602737758
College,2010,"(35,40]",2398364.0969321276,732,0.4466875218463695,1.2319659866186898,4.812104295188056,0.6910729310422543
College,2010,"(40,45]",3877843.278562576,1295,0.5738584349101905,1.4339909415223815,4.843797619570785,0.817766371198027
College,2010,"(45,50]",3770074.1426715264,1498,1.0018717415855358,1.4433034200770287,4.942787167229003,1.0425147043346148
College,2010,"(50,55]",3882556.321380789,1506,1.2651070799224897,1.1555271076926288,5.024546632419113,0.9087832638719249
College,2010,"(55,60]",3506760.4386898116,1618,1.4895573323683708,1.3351964327427428,4.89160496389743,1.02498588544671
College,2010,"(60,65]",2978035.9614270944,1402,1.7179049713107013,1.2488172023113893,5.042592717544651,0.890904618562763
College,2010,"(65,70]",2207334.882673026,920,1.723609811573607,1.3232740988032972,4.766248609325491,0.9245056737164243
College,2010,"(70,75]",1530317.287784004,556,2.0481180543455593,1.1283400741347747,4.328582931247639,0.92591223534801
College,2010,"(75,80]",1347088.9660983286,435,2.011622247201671,1.518396615608027,4.143423453659483,0.802269487768847
College,2010,"(80,85]",772707.0212676032,266,2.255011677384601,0.9269613710804905,4.157162903892804,0.8809000512257268
College,2010,"(85,90]",409949.53882544494,95,2.347664214683568,0.8581704658392335,4.098090848556657,0.7585090325945025
College,2010,"(90,95]",294645.30382990994,55,2.1260968663232735,1.4079238067274684,3.6969031030356048,0.8364837141381658
College,2013,"(15,20]",NA,NA,NA,NA,NA,NA
College,2013,"(20,25]",911772.9200429847,176,-0.4373774031638377,1.33754841756053,3.4550631384708845,0.8392319244677829
College,2013,"(25,30]",2405120.4817743306,467,0.03637732790238017,1.2565460458811744,4.181075862648835,0.6287954747629846
College,2013,"(30,35]",3197299.40645761,633,0.11721089713871324,1.2468210457210354,4.515009278728033,0.656452627009512
College,2013,"(35,40]",3072254.1447617053,820,0.6792550455320504,1.1530905245553147,5.018370282751067,0.7341330772833183
College,2013,"(40,45]",3631403.858463178,1172,0.7587516066848565,1.2879813939263662,4.8889401781289,0.8946327477385855
College,2013,"(45,50]",3338423.114932098,1149,0.9192374114782175,1.2141959197059553,4.797075725023088,0.8020901326058095
College,2013,"(50,55]",3943709.6844780305,1552,1.2549421158904277,1.1618639216427806,4.938373625212391,0.8365632505209301
College,2013,"(55,60]",3673823.718677378,1411,1.4272349836685045,1.2546541994877127,4.829487857412662,0.9327568661683181
College,2013,"(60,65]",3797178.362035866,1515,1.7585468633661332,1.0950171264555895,4.801634925139222,0.8787387497173813
College,2013,"(65,70]",2870456.4284831085,1055,2.0555549464967466,1.3438073994866684,4.773285787767448,0.9598232078002344
College,2013,"(70,75]",1804681.0667076926,725,2.143215201835622,1.302378919706422,4.5225920482772075,0.9696064957787748
College,2013,"(75,80]",927280.5041372876,358,2.2932052406058223,0.7888181091394463,4.550369297699023,0.8858593708635946
College,2013,"(80,85]",776654.578097299,226,2.407279066533688,0.940611183671016,3.8009029809919377,1.0210065869642007
College,2013,"(85,90]",304423.8624345562,100,2.8223719222374526,0.7609594496274793,3.9380357793080067,0.8579903436317211
College,2013,"(90,95]",85564.0269888214,25,2.6558910158499516,1.6590659585509415,4.330529888082348,1.0971955784135257
College,2016,"(15,20]",NA,NA,NA,NA,NA,NA
College,2016,"(20,25]",856371.2755444661,145,-0.6918802267625781,1.1752528627454923,3.4650049700824863,0.6946279687530417
College,2016,"(25,30]",2327312.792378209,434,0.0023859249736690115,1.0405880303789041,4.354336746988254,0.7146393550887895
College,2016,"(30,35]",3122165.334376396,662,0.11308090915435344,1.1770387477298936,4.587564068773452,0.7211526055421748
College,2016,"(35,40]",3013281.481928193,824,0.38745651486560256,1.1599463543383481,4.8266577160212805,0.7184025046475622
College,2016,"(40,45]",3823972.901124393,1064,0.7332724218535857,1.2093953990137978,4.9027446757742785,0.7423890754486168
College,2016,"(45,50]",4040082.4603337515,1277,0.9610918302082161,1.3297219954206316,5.009410367544157,0.8132029721307071
College,2016,"(50,55]",3513656.2691066,1423,1.2645458549495063,1.297269822203789,4.933979898282829,1.000387326672772
College,2016,"(55,60]",4091162.5128211435,1691,1.6365686785275113,1.1118579795678236,4.928755922669385,1.1245207612146286
College,2016,"(60,65]",3929692.1200004383,1577,1.671681196572205,1.2631555230068536,4.85597128612858,1.0038391571725482
College,2016,"(65,70]",3750549.664880452,1451,1.7110555317755354,1.5066909385726381,4.635162949057829,0.945456504631795
College,2016,"(70,75]",2426409.2904490544,811,2.072744790203611,1.1870916069334208,4.554798683122071,0.8364672277617485
College,2016,"(75,80]",1662052.8621069025,547,2.1068991973759594,1.380533384530841,4.7128103498317895,1.1381661776936862
College,2016,"(80,85]",1232087.957360929,340,1.9362778805930887,1.5986333438295284,4.529317567377517,0.9035223660631164
College,2016,"(85,90]",476995.5363350048,145,2.5990516577505467,0.8961317859230952,4.479123034873184,0.7640136600995744
College,2016,"(90,95]",98721.53774098422,60,2.763007390634434,0.5086120431081955,4.6773901668676325,0.7847584126719556
College,2019,"(15,20]",NA,NA,NA,NA,NA,NA
College,2019,"(20,25]",1085250.406856082,179,-0.6837248150760165,0.8813676761170798,3.860017571139667,0.746362502979793
College,2019,"(25,30]",2448816.002325196,404,0.1261743681314368,1.0069159379131905,4.369422483762361,0.7072223404751993
College,2019,"(30,35]",3407093.055224395,605,0.0567216544345389,1.2655712098564564,4.600333290958582,0.6114971127476354
College,2019,"(35,40]",3948142.1354972934,896,0.4983316620557687,1.3338123601046303,4.854746528456307,0.7210360564534479
College,2019,"(40,45]",3723464.122513285,993,1.0098587590043735,1.028622282954038,4.909511756877162,0.7689440015036743
College,2019,"(45,50]",3541550.2388841477,1173,1.2211722634681839,1.097621529718501,5.0996482897709,0.8863983172216047
College,2019,"(50,55]",4308107.927630762,1426,1.465640076090503,1.1319897588895,4.9504462367935504,1.018569230978094
College,2019,"(55,60]",3479752.5140032354,1422,1.643936802283761,1.2685135110865389,4.859839391229302,1.0776403992280614
College,2019,"(60,65]",4007475.4833435123,1539,1.6197611394971605,1.4446705828707775,4.856124373754093,0.959256700897023
College,2019,"(65,70]",4275076.847896721,1444,1.7966784566417657,1.4752838550733354,4.503325523604762,0.9919437659898777
College,2019,"(70,75]",3276375.231101023,1058,2.1261202997468365,1.112098472038283,4.49262881595369,0.9570177015132504
College,2019,"(75,80]",1836668.7669357897,543,2.0617543371657185,1.1441793349910743,4.330295473210071,0.9018075632717213
College,2019,"(80,85]",1195969.173792989,352,1.9439145196398262,1.0593491262926302,4.289657549975263,0.8201121719472362
College,2019,"(85,90]",628413.0954569723,129,1.7928398266448156,0.9907140569582131,4.218127394591091,0.7448856243196332
College,2019,"(90,95]",255752.91290509165,80,2.464512455764903,1.0909286748210694,4.161781270676718,0.7880862605403437
All,1995,"(15,20]",659342.6454731193,120,-0.5661601931976297,1.458561193552146,3.1094422466435185,0.8518557504382784
All,1995,"(20,25]",3599560.2303412105,692,-0.8686116806446615,1.6317487390162442,3.3967534381071687,0.7548475655463048
All,1995,"(25,30]",8478877.405786376,1503,-0.48791850392455766,1.4465197245450636,3.937855121754095,0.6974822793529739
All,1995,"(30,35]",9080457.429703549,1656,-0.10890407374204567,1.3098126052908918,4.063216209978493,0.7492966072781716
All,1995,"(35,40]",10168549.397904338,2037,2.4302404223084786e-5,1.5153749772532388,4.13429343160225,0.7923838010271166
All,1995,"(40,45]",10708899.735395603,2270,0.337382223428078,1.4876991742875034,4.232541411967469,0.7568913954971875
All,1995,"(45,50]",8973511.011896752,2217,0.5620954106642887,1.3420207854876003,4.3797042150858045,0.8063545782628346
All,1995,"(50,55]",6473279.087187384,1959,0.8891917656378633,1.236932315506236,4.300331839448195,0.9176418211351972
All,1995,"(55,60]",5378037.007158698,1564,1.038082257699381,1.3643987481744377,4.234845769602789,0.8137181176475455
All,1995,"(60,65]",6082207.481153315,1586,1.3403457599931474,1.338689531846515,3.8400125888794303,1.0314829118177886
All,1995,"(65,70]",5974340.271371382,1519,1.225370706537978,1.611860091652472,3.598018941180168,0.9443281740260022
All,1995,"(70,75]",5389127.337540429,1166,1.7693693345292405,1.5926019396068305,3.387499216012141,1.07594726260587
All,1995,"(75,80]",4792556.096269982,895,1.5586349014280467,1.4099367928343425,3.267390403217928,0.9881618367094848
All,1995,"(80,85]",2284560.8374322383,430,1.4702052577713856,1.5006348947772012,3.2872742939733297,0.9490653943239579
All,1995,"(85,90]",870127.6502990416,195,1.407623629884269,1.482341140449185,3.298762845719941,0.7418411880058158
All,1995,"(90,95]",304725.12325483386,80,0.9101235933925739,2.4763569191135226,3.4637786815153473,0.9456444262845235
All,1998,"(15,20]",1071572.0812608749,225,-0.20333618959150737,2.1143736954936516,2.704645919597737,0.908883214039554
All,1998,"(20,25]",3464376.3309096983,648,-0.9833691056031665,1.7025088840054579,3.397717200976222,0.8156454326593221
All,1998,"(25,30]",7016264.489562655,1139,-0.5459849794365715,1.5490612364865606,3.8638965020890215,0.7917480423778951
All,1998,"(30,35]",8175622.8591964375,1404,-0.1914785197743788,1.7238249812321185,4.13659719613753,0.8901701814383646
All,1998,"(35,40]",10414876.509676216,2031,0.15685836702396952,1.5243321269040842,4.210704113097421,0.7378802046898082
All,1998,"(40,45]",11487609.998701314,2379,0.39000064972966686,1.401536980016201,4.317375383000972,0.7710750699314952
All,1998,"(45,50]",9394297.760724267,2282,0.685500223530676,1.382774349677708,4.384027149255299,0.8074419560607127
All,1998,"(50,55]",8338730.752510076,2227,0.8448982816345674,1.468358483551929,4.409772976774481,0.8387317538286797
All,1998,"(55,60]",7128437.006118934,1821,1.0998787786876827,1.4944477553603823,4.117230487376068,0.9055730224919665
All,1998,"(60,65]",4972676.5128323,1352,1.0917188714676285,1.5881501815825068,4.133860646332171,0.9350207218842942
All,1998,"(65,70]",5964755.240312956,1387,1.519615151153032,1.5415721736802563,3.7475385032097712,1.0751961646464276
All,1998,"(70,75]",5044471.875237324,1103,1.593500401061492,1.4650874137534067,3.536521555169702,0.8694385199956178
All,1998,"(75,80]",4096667.3036192404,773,1.6467915449555273,1.5029779643732522,3.4916349405232094,0.8373682823945915
All,1998,"(80,85]",3014844.0409790915,526,1.8143498078436189,1.2519497076184312,3.4439681582464883,0.9051422799696556
All,1998,"(85,90]",1143852.6270796405,195,1.7685597393876238,1.6328458233439371,3.1805820631647026,0.818631032458622
All,1998,"(90,95]",478245.32052287913,95,1.496573698143941,2.0007343373453543,3.077629031581444,0.8315716641831794
All,2001,"(15,20]",822693.4875803334,125,-0.8343992507617598,2.21873411114293,3.0441308914687846,0.9148839429017809
All,2001,"(20,25]",4418198.119592979,705,-1.0347038599969975,1.5715500917676892,3.728615556889853,0.7088452619444443
All,2001,"(25,30]",7274427.073129701,1200,-0.3437211472523294,1.4825177917889742,4.08327862656637,0.688286280985882
All,2001,"(30,35]",7913979.371140216,1355,-0.16650578193730672,1.5194931954054864,4.262420826518296,0.7398922351751629
All,2001,"(35,40]",10017707.846076498,1943,0.13595414853748272,1.4633735607989844,4.327885455011364,0.7906387820589064
All,2001,"(40,45]",12268086.138078326,2620,0.4348247973321252,1.5307560903713706,4.36731037000752,0.8617284692747961
All,2001,"(45,50]",11317573.722597748,2692,0.6482939509167184,1.5196265910271751,4.367737600992096,0.8673485414905024
All,2001,"(50,55]",8772117.034939094,2322,0.9346898038384976,1.503900358557422,4.445671651807723,1.021982925400921
