Educ,YEAR,Age_grp,w.obs,obs,lnNrmWealth.mean,lnNrmWealth.sd,lnPermIncome.mean,lnPermIncome.sd
All,2001,"(55,60]",7113646.890706383,1892,1.1977373835044196,1.570576575396527,4.333890746620237,0.925465688123685
All,2001,"(60,65]",5803445.837897763,1444,1.327420984073689,1.3921018788603559,4.0306059811972,0.9434181132465902
All,2001,"(65,70]",5569583.829913132,1269,1.5441760046893485,1.4331124341729604,3.9661627180373134,0.9829144782415008
All,2001,"(70,75]",5775134.326046703,1195,1.7020104696152252,1.4938161383993735,3.7307298915175546,0.9106966448978362
All,2001,"(75,80]",4807609.785741395,917,1.7197713042871448,1.462088590904998,3.580119248791615,0.8296800075902346
All,2001,"(80,85]",2813849.8716704194,507,1.538526014002284,1.8902295577385138,3.580255755758876,0.7723034074639197
All,2001,"(85,90]",1157419.2529419786,195,1.8656380879667254,1.1499914929473543,3.256762955080186,0.7993125484360342
All,2001,"(90,95]",416910.15666937333,85,1.5979080686306446,1.991453701499451,3.2183124340809965,0.940897508467344
All,2004,"(15,20]",693306.6751275306,106,-0.906676727268254,1.6361042768178953,2.866789405529649,0.8369382382854189
All,2004,"(20,25]",4784957.2451855745,671,-0.883740661599819,2.0488728082204397,3.485886183993215,0.8241648206345621
All,2004,"(25,30]",7543429.451346492,1149,-0.5721869954887855,1.5661885045445556,3.9747921524508754,0.6956016207552724
All,2004,"(30,35]",8455126.188879557,1348,-0.28045660418686363,1.382809364828369,4.250549226599919,0.7278328888984502
All,2004,"(35,40]",10590453.10947504,1965,0.10206417662628225,1.478256353493629,4.376532215564319,0.7281397816295075
All,2004,"(40,45]",10739624.671533292,2197,0.4925498369289637,1.3713915322033752,4.372717312389061,0.8139567898956179
All,2004,"(45,50]",11789158.73196071,2624,0.5730007602465773,1.532568315462719,4.433428693311347,0.9057020497542458
All,2004,"(50,55]",9963612.866015153,2530,0.9211810587439438,1.5439345168972014,4.446269355435709,0.9380708449550198
All,2004,"(55,60]",9111617.88673366,2427,1.1554830686488868,1.4227556508180979,4.440596613779092,0.9681290505961003
All,2004,"(60,65]",6360973.995663932,1801,1.3728546743903174,1.6569662319847536,4.205182250788867,1.0312170820910176
All,2004,"(65,70]",5846960.397194136,1319,1.3301042183313585,1.6499332660534485,3.9469280106843643,0.8751421494956491
All,2004,"(70,75]",5939319.113517489,1184,1.5774446790809353,1.4079327573983325,3.7501524003890725,0.8600475494183247
All,2004,"(75,80]",4837551.11204802,820,1.6169923764143534,1.3490426592594487,3.6944923645558845,0.8862361179769261
All,2004,"(80,85]",3230367.6732430933,475,1.6216811583078512,1.5097745653287966,3.5323746692571176,0.7784122492879717
All,2004,"(85,90]",1596807.3236585476,200,1.9257805649797037,1.759087982000163,3.456971271400051,0.9234736543909958
All,2004,"(90,95]",616060.351336717,70,1.9641164366131307,2.275824621395669,3.087619886886718,0.8132527225549208
All,2007,"(15,20]",826503.5854950191,100,-0.8855663732441923,1.8557616259792662,2.8485860675806247,0.690501885650551
All,2007,"(20,25]",4548234.653349532,603,-1.3172609699749964,1.8014573550518342,3.579095785142686,0.6671951333092038
All,2007,"(25,30]",7168217.576673384,981,-0.3521491700003214,1.5329399013177445,4.038410619191567,0.7323039230572644
All,2007,"(30,35]",8867401.715725608,1327,-0.14114378736054942,1.3873304793629742,4.261054859114598,0.7118153013489049
All,2007,"(35,40]",9787905.979573185,1704,0.18538044919563876,1.69291689611187,4.367703069065089,0.782369704451545
All,2007,"(40,45]",10697030.747417808,2063,0.45950773661067285,1.5449774263872562,4.3760203167163425,0.8095406807824517
All,2007,"(45,50]",11993848.143574543,2430,0.7664438791754321,1.4725751358804162,4.459476052476072,0.8239617289645178
All,2007,"(50,55]",11359953.71314078,2573,0.89209998653243,1.4927943654233105,4.442087957100413,0.9363004882622411
All,2007,"(55,60]",9106886.14045057,2258,1.2433112449003085,1.411899156763635,4.395825763769579,0.9614926750615934
All,2007,"(60,65]",8308441.698179029,2042,1.4584884978970738,1.4873062183777075,4.1931933315270715,0.9847269049060084
All,2007,"(65,70]",5967716.257336587,1410,1.7166980574795154,1.3244737661230974,4.014053354669414,0.9177174133405291
All,2007,"(70,75]",4783753.959038969,1021,1.6088949314087708,1.4258898592240985,3.8855017473895295,0.9330727332552438
All,2007,"(75,80]",4468588.990503876,785,1.7135634829657271,1.7354447213310031,3.4254958595302267,0.8376879786643452
All,2007,"(80,85]",3849662.7935873023,655,1.887092613265563,1.793336479741431,3.4744662772898387,0.8068637246752224
All,2007,"(85,90]",2159436.351252478,310,1.711790110585741,1.9438354632294221,3.255077073724497,0.7265482356105964
All,2007,"(90,95]",752121.5489710342,110,2.0703880760805062,1.1198630789097004,3.42782695208921,0.6876241106348495
All,2010,"(15,20]",718498.7280152069,145,-0.505353846146925,1.8091399586884396,2.53588585668973,0.8594844416254759
All,2010,"(20,25]",4205024.093177041,929,-1.155085909637827,1.6818789039169728,3.5200378399966676,0.7165779216701925
All,2010,"(25,30]",6568504.10134625,1583,-0.7765247258906735,1.501770658317543,4.0149891990778945,0.6340933319090183
All,2010,"(30,35]",8078228.154731607,2058,-0.5336192337007539,1.6347158620159905,4.218830459750582,0.727525093363592
All,2010,"(35,40]",8866895.805666814,2398,-0.24959425157050155,1.5012758752076751,4.257705239239899,0.7774097523283701
All,2010,"(40,45]",9826485.432176776,2862,0.057992635578865755,1.6714152852349986,4.3781429561526295,0.8382691570765104
All,2010,"(45,50]",10919936.457068397,3316,0.3333348478801599,1.7895675610244228,4.425772298407718,0.9423295692497853
All,2010,"(50,55]",11491140.556887133,3485,0.6887325241526551,1.5163480082071976,4.446119147319447,0.889626270676557
All,2010,"(55,60]",9745841.933353279,3345,0.8485875071511538,1.5915700987231924,4.381029217525453,0.9875543347538281
All,2010,"(60,65]",8300967.735365323,2752,1.3253568221992498,1.3899569482752194,4.278848523925331,1.014699883223055
All,2010,"(65,70]",6977323.599366917,1992,1.2663593955983334,1.7461019886255926,4.166534332556945,0.8935087080515395
All,2010,"(70,75]",5456274.4460990075,1380,1.530555329188347,1.3849340322030517,3.893234110408401,0.8200511378803239
All,2010,"(75,80]",5158118.296382569,1079,1.5038680361077439,1.683379822728228,3.606626111311153,0.7694277050455333
All,2010,"(80,85]",3474590.636292964,746,1.7009767236147868,1.5369289604737701,3.577177982885332,0.7881955443931379
All,2010,"(85,90]",1609978.1464281206,316,1.8707880119760198,1.2608944939982472,3.6484223254962105,0.788307864690069
All,2010,"(90,95]",742130.8696823254,140,1.4815187631905942,1.923665164837142,3.4139565447824416,0.7563165268618686
All,2013,"(15,20]",679285.2570221386,130,-0.5771931867501588,1.4573587984464638,2.8397733257283284,0.6069668171614134
All,2013,"(20,25]",4266834.675614834,801,-0.9628361865207239,1.6561304515334687,3.4105406106834817,0.7022407777786173
All,2013,"(25,30]",6745604.418949013,1371,-0.5580974921894359,1.4636201448661215,3.8512625514635483,0.700084129069382
All,2013,"(30,35]",8622922.164871035,1761,-0.3813051588261815,1.4869405968948732,4.167246006274261,0.7246729181203575
All,2013,"(35,40]",8578285.39947174,2069,-0.2517636711210408,1.6849240699948156,4.33378325972218,0.8673493012266249
All,2013,"(40,45]",9524011.556641167,2522,0.05901601164029326,1.6042080589476095,4.4091008722921625,0.8671600662736411
All,2013,"(45,50]",10301490.496729571,2775,0.3400429117148026,1.568372090095846,4.340664497089166,0.8511704306269879
All,2013,"(50,55]",11061175.628008602,3290,0.4931162053656827,1.785270842762886,4.351971390889301,0.9461740820811358
All,2013,"(55,60]",11003971.034664571,3062,0.8511968116761413,1.6814168118012045,4.254480709093179,0.9625486297880436
All,2013,"(60,65]",10074605.65360262,2872,0.8961912769523929,1.8914581025739572,4.199642056019052,0.9342903046015827
All,2013,"(65,70]",8349519.113170818,2125,1.4907088344898811,1.5332146549338952,4.077473960580541,0.9422623166309981
All,2013,"(70,75]",5904394.029369316,1543,1.3488154095519111,1.745112048696263,3.8606948094032707,0.9411765191427395
All,2013,"(75,80]",4662534.895917886,980,1.5074196819669463,1.741908666504794,3.6808635591663847,0.8458721096191305
All,2013,"(80,85]",4132912.095288618,769,1.6140848992244554,1.4514876448034497,3.4943367025784435,0.7438721834213136
All,2013,"(85,90]",1871034.7946037848,400,1.3877526622743432,1.8063552365436977,3.3853616347870052,0.7115061858982413
All,2013,"(90,95]",818811.9420776684,145,1.865349236469495,1.5869104904867095,3.253272965155694,0.8516107444262373
All,2016,"(15,20]",858638.4088487235,152,-1.7070492122614254,2.7361734829371196,2.802519494451353,0.863423851815471
All,2016,"(20,25]",4355908.963636975,751,-0.996345251937336,1.7190932321199974,3.453619537649175,0.6780790355167399
All,2016,"(25,30]",6655279.237637032,1331,-0.6849369192482951,1.6036403335715512,3.9630110656954773,0.7795721795943158
All,2016,"(30,35]",8634456.727061624,1798,-0.37852630124680237,1.6493087831749782,4.132003816076815,0.7904702594192712
All,2016,"(35,40]",8610207.035639644,2080,-0.15712239396669403,1.5823682917163797,4.268573432126974,0.8308552971717815
All,2016,"(40,45]",9674237.07308238,2397,0.1127056485947594,1.5574243487119643,4.374853410824014,0.875625626430728
All,2016,"(45,50]",9903551.42612008,2598,0.42748861774224717,1.608742016894781,4.448314449854503,0.9399933593013619
All,2016,"(50,55]",11517812.080325058,3312,0.5196303527615024,1.8304282517125847,4.280322635420417,0.9617349262963913
All,2016,"(55,60]",11397498.125250163,3434,0.9477553105454687,1.767681758210081,4.292952365930299,1.1153213855216315
All,2016,"(60,65]",10831523.269514281,3196,0.9234441128090431,1.819942085748773,4.189218525419271,1.0485519318664427
All,2016,"(65,70]",10098839.2577387,2763,1.072512998003081,1.8208303418632263,4.078425039853963,0.9592948746054488
All,2016,"(70,75]",6622248.530829836,1615,1.3063532068396992,1.9592410376252138,3.9833561927176473,0.885709735739868
All,2016,"(75,80]",5330744.5899406215,1178,1.457763261741552,1.8396185967952,3.9627787305337985,0.9818036621772914
All,2016,"(80,85]",4293647.292917204,845,1.55373504034087,1.7610978350423683,3.867981776758908,0.8830248509291877
All,2016,"(85,90]",2005892.1915147533,399,1.722754745465309,1.8107520006582014,3.7350473539789193,0.8404505054723924
All,2016,"(90,95]",670785.8335545923,160,1.4497596486192834,2.0096292675962575,3.48803072302541,0.7153285493423941
All,2019,"(15,20]",802372.5803896643,129,-0.6874548815151704,1.4438570772000119,3.0623759537768582,0.9304557130187484
All,2019,"(20,25]",4658304.445638097,740,-0.8003541516796373,1.7112103813447412,3.4839698764868086,0.9021547830031418
All,2019,"(25,30]",7341475.323699745,1196,-0.6106757817178166,1.4665681399691202,4.004983668289462,0.7181535383579876
All,2019,"(30,35]",9005439.92613992,1482,-0.27784536025413675,1.4610266208273228,4.221182677720196,0.6682424611798111
All,2019,"(35,40]",9482865.36134096,2078,-0.13574139495651366,1.7186384497097265,4.390671139513736,0.8439521454152168
All,2019,"(40,45]",9365542.657442478,2144,0.28698557174677375,1.7212334346436688,4.412719945393229,0.8698435593843791
All,2019,"(45,50]",9446291.185590588,2393,0.557701153531978,1.621643197311506,4.48948162843683,0.9546380787317461
All,2019,"(50,55]",11498170.474599827,3014,0.6473179378602891,1.628123205595434,4.438372925933248,0.9734274223490949
All,2019,"(55,60]",10650063.49424198,2966,0.8483227917557956,1.8966149775202015,4.252948698748278,1.0563962297998004
All,2019,"(60,65]",11440845.940880414,3114,0.9825614477499631,2.0163156487466463,4.181044075506847,1.0392587387924945
All,2019,"(65,70]",10179569.157604836,2620,1.2344547969562756,1.8744471915283865,4.017123400826745,0.9950394678842022
All,2019,"(70,75]",8399756.713600194,1953,1.4352611578641734,1.5614222251536207,3.9613199661574763,0.9776787337647851
All,2019,"(75,80]",6603381.253404867,1200,1.5653594321483446,1.5250595142547025,3.7809252213376845,0.8780915719840708
All,2019,"(80,85]",3125982.8484146437,652,1.4362979095358903,1.720308856750381,3.7763684592795,0.8786799912234328
All,2019,"(85,90]",1646141.355727914,289,1.8021986078343175,1.390130938255995,3.6637500362457547,0.9658425028005292
All,2019,"(90,95]",914877.6669970894,180,1.6716594274739451,1.8603456784714698,3.684116399952029,0.90613602241272
NoHS,All,"(15,20]",1094001.4814338929,182,-1.4709056264903408,1.762626039892305,3.0673640380489258,0.6659073134945325
NoHS,All,"(20,25]",4531239.440193164,760,-1.6032576160484155,1.8824889586916942,3.298277958147492,0.6910041648134745
NoHS,All,"(25,30]",6098043.229525476,1109,-1.0739072927751843,1.6409755668547246,3.4208130900165465,0.6373631599015875
NoHS,All,"(30,35]",7832972.021057831,1445,-0.9049358119223551,1.7421782414885127,3.5992500879602427,0.613441923191112
NoHS,All,"(35,40]",8567081.462568551,1702,-0.8732546587897159,1.8707456756598018,3.6076551091926463,0.7129757744312212
NoHS,All,"(40,45]",9324724.068952043,1796,-0.577551481966376,1.892431692111301,3.6481002700503455,0.6952315560478673
NoHS,All,"(45,50]",8765834.741818659,1755,-0.4083913020223436,1.9100843592593586,3.665182455056626,0.8425731583856517
NoHS,All,"(50,55]",9711937.585835226,1918,0.027509643478431645,1.8988813608204784,3.589022339583025,0.8513181708266746
NoHS,All,"(55,60]",8572572.68677902,1633,0.00719382889835592,2.0805065775215703,3.626945431377942,0.8345597065194943
NoHS,All,"(60,65]",9847851.720458338,1737,0.37168208693196486,1.9519148642796715,3.319023528192503,0.7916043479238513
NoHS,All,"(65,70]",10568840.511219881,1686,0.5539898839388826,1.9998414755845115,3.307390234507893,0.8496586719021828
NoHS,All,"(70,75]",11083931.236856343,1684,0.9433384124830787,1.8549349402609319,3.2026212543114836,0.729649613897909
NoHS,All,"(75,80]",10924454.612596558,1469,1.0328728661887145,2.0456856026717682,3.0503607705708142,0.7489246009187178
NoHS,All,"(80,85]",8091969.505650191,1121,1.047144705880764,2.007963048097098,3.099134274680309,0.7433504474766223
NoHS,All,"(85,90]",3801328.662127969,543,1.2284015908749866,1.9555430344499931,3.0552026495511413,0.7092088800630943
NoHS,All,"(90,95]",1690982.9883502563,231,1.4145338277648989,2.213255937338398,2.91061128543703,0.7058347247399593
HS,All,"(15,20]",6014393.584693178,1045,-0.6349107423609722,1.9899049213731899,2.8251772297865596,0.8817558631709745
HS,All,"(20,25]",26635103.29744868,4530,-1.0311536339076468,1.757345317487037,3.4868974966074813,0.7452779609090461
HS,All,"(25,30]",37855485.18033019,6719,-0.7223942178386022,1.5507096320853955,3.8593198125724517,0.6774186927546823
HS,All,"(30,35]",42928054.26550601,7713,-0.4080715529262939,1.5273186668273313,4.053822482992893,0.6999804436081876
HS,All,"(35,40]",50452246.25845269,9700,-0.19006498288804785,1.6075385550501924,4.140074132172306,0.6789266969710355
HS,All,"(40,45]",51601773.527413666,10117,0.13623590114366552,1.5511974117492444,4.180539262785486,0.7043893963155138
HS,All,"(45,50]",51801408.95128472,10365,0.36072249170320353,1.5505957687532343,4.213423552188183,0.7366315822582947
HS,All,"(50,55]",48765148.77615238,10651,0.5066841585937586,1.638645179445417,4.1947826593231445,0.7642058887654191
HS,All,"(55,60]",45335182.61925594,9786,0.8704394484904169,1.5988316683183206,4.07697785099649,0.8212873511391848
HS,All,"(60,65]",38209319.8113455,8176,0.9873367843117252,1.7443811458501979,3.943510694302551,0.8167237497662642
HS,All,"(65,70]",33889765.32352213,6661,1.2723486589757884,1.5751561723216814,3.816362535272609,0.7721716528425894
HS,All,"(70,75]",26953597.2707672,4934,1.4440008618336175,1.5386116967242705,3.674434036499518,0.7933047704810517
HS,All,"(75,80]",23732823.417786494,3767,1.5971572414999382,1.4188890398795013,3.568021233192487,0.7123452354977646
HS,All,"(80,85]",15131239.147835286,2489,1.724574019521247,1.4982934341693863,3.5414251510964,0.6816785986758637
HS,All,"(85,90]",7406212.249104828,1182,1.7525647926725847,1.5574353921816038,3.4326466263148077,0.7699605269713474
HS,All,"(90,95]",2776452.1486921003,471,1.6808699644910197,1.7639183015947233,3.3415912997525754,0.6858720208033545
College,All,"(15,20]",23818.383085539645,5,0.7179984737902811,0.6498642640514913,2.597326037749153,0.60113443639921
College,All,"(20,25]",7135056.019804099,1250,-0.5085961978628617,1.4283402041711408,3.6773187190494294,0.8285127304520988
College,All,"(25,30]",20838550.668274987,3625,-0.06336267998011692,1.2760017161884958,4.333617318267886,0.6441747825859737
College,All,"(30,35]",26072608.250885714,5031,0.1435203721304934,1.2933152524567062,4.589546100014001,0.6711223800132922
College,All,"(35,40]",27498418.723803192,6903,0.5799896200312142,1.18233168402664,4.796084376260554,0.7441657154790199
College,All,"(40,45]",33365030.414103433,9541,0.8061838428087588,1.2442960441199127,4.831306717543805,0.7951636548836499
College,All,"(45,50]",33472415.243159276,11207,1.0846976485033535,1.2301106751597448,4.923125877767193,0.8284642049253751
College,All,"(50,55]",31998905.831625506,12143,1.3167363894408861,1.196609085403343,4.953806530246775,0.9068263301640773
College,All,"(55,60]",26728244.212643277,11350,1.5618246666122628,1.2381223119264502,4.910945489197929,0.9896825613010306
College,All,"(60,65]",24118516.593285132,10246,1.7423759208840062,1.2721993303238248,4.8330490278495475,0.9537982931815338
College,All,"(65,70]",20470001.289267454,8057,1.8911768547349688,1.4113786920458127,4.586043542016759,0.9894262349588587
College,All,"(70,75]",15276951.823655723,5542,2.1020921478769097,1.2364629380966892,4.428587473226136,0.9598003453745704
College,All,"(75,80]",10100474.293445403,3391,2.1452672918498887,1.166684632761811,4.376896325550061,0.9177469303492237
College,All,"(80,85]",6997209.436340098,1995,2.120120852295632,1.1028599094651854,4.197827303933597,0.8940877083013414
College,All,"(85,90]",2853148.782273462,774,2.2992428585302696,1.180573787573786,4.038196129291981,0.8403076671686261
College,All,"(90,95]",1247233.6760241564,363,2.0014968155924944,1.6556908586342267,4.054980401363932,0.871637129729046
NoHS,1995,All,15257460.103260182,2314,0.4408007368562633,1.8121803154972702,3.3297377406922664,0.8959151661738561
NoHS,1998,All,13706372.281554274,2100,0.3052365797974567,1.9836002629631881,3.3110126753414746,0.9075351314645086
NoHS,2001,All,13933503.509655267,2182,0.3475181738570871,1.9907411038143876,3.362989871847952,0.8087387307900494
NoHS,2004,All,13846412.3810685,2049,0.10430885900992695,2.076017156358422,3.387074219424645,0.7449922588601968
NoHS,2007,All,13133510.420500483,1816,0.23574093799266943,2.099779293781707,3.4546884727252953,0.7637591784906118
NoHS,2010,All,11948367.480269527,2757,-0.1681859984882998,2.1265781168599465,3.442472457681524,0.6958487135578102
NoHS,2013,All,11618231.741009122,2316,-0.08483609789340421,2.092391635963999,3.3597714877790956,0.6993632845939471
NoHS,2016,All,14531310.28324085,2942,-0.33759338669044747,2.244152190026329,3.4391803494508064,0.761255616910468
NoHS,2019,All,12532597.754865196,2295,-0.33751310311906774,2.2518807634991274,3.4289948623486564,0.7655035930088917
HS,1995,All,50472867.84298034,9683,0.4515678345936135,1.6323753266231444,3.8898927409986785,0.8306632845889547
HS,1998,All,52300242.63687403,9410,0.5198373265415285,1.6840309128768676,3.9300039133057068,0.8040877554951151
HS,2001,All,53566128.784247935,9318,0.4831135131060285,1.706781176911158,4.024033431748195,0.770341510388271
HS,2004,All,56538298.01162146,9412,0.47423425018227683,1.701933079241637,3.998349689063292,0.7685135117756638
HS,2007,All,59677900.260387,9299,0.5818657302140878,1.7526477010580324,3.988417166727809,0.7821407681665381
HS,2010,All,57517632.556592494,14041,0.30923496825232416,1.7773693604973464,3.9955234142033556,0.7560852833378277
HS,2013,All,60239115.25652231,12915,0.22786382380957487,1.8541671387604222,3.9022183048510235,0.7697886716201534
HS,2016,All,58565445.763883896,12616,0.2768016199143905,1.9217075315183432,3.9170943949563806,0.7939457283976683
HS,2019,All,60610574.71648153,11612,0.337284985434576,1.8755024480291267,3.9343437795505793,0.8324001271926555
College,1995,All,23487830.801927734,7892,0.8171027346722197,1.4244771184883567,4.466381654774164,0.8553062555826004
College,1998,All,25200685.790815603,8077,0.9735268510145542,1.4686031580156753,4.602230772733217,0.8310745489785812
College,2001,All,28762750.45081884,8966,1.1303622697109537,1.4125792651250266,4.715204269986942,0.855520594647326
College,2004,All,31714616.400228985,9425,1.14318679862933,1.4042718272019357,4.754138068608266,0.884515817392817
College,2007,All,31834293.173382215,9257,1.2343419928341566,1.4139693149985728,4.749139309919616,0.8782587941697739
College,2010,All,32673938.955177713,11728,1.032632916387292,1.538948232144489,4.72229253733945,0.9335111883790715
College,2013,All,34740046.15847195,11384,1.1426355372906463,1.4235013020983596,4.688629051316375,0.9075369253616025
College,2016,All,38364513.99648692,12451,1.1514556541949448,1.456712734594602,4.743600191983274,0.9343974855235341
College,2019,All,41417907.91436649,12243,1.227825930295157,1.4182741003282031,4.697008546326876,0.92764084685772
NoHS,All,All,120507765.9554234,20771,0.0677214223945202,2.093249356469876,3.3892512594186197,0.7915380469528671
HS,All,All,509488205.829591,98306,0.40346726013342565,1.7782048201212055,3.953486580041033,0.7910761108878736
College,All,All,288196583.6416764,91423,1.1112289695595763,1.445212029264702,4.691844866214671,0.8991236790958228
All,1995,All,89218158.74816826,19889,0.5459582976927327,1.6214841820362338,3.9458671252182076,0.926360664353655
All,1998,All,91207300.70924391,19587,0.6129426959584617,1.693564201230259,4.022720762201164,0.9268871726100931
All,2001,All,96262382.74472204,20466,0.6568816648343252,1.6994540583416962,4.134869266817157,0.915000278444205
All,2004,All,102099326.79291895,20886,0.6318595201333184,1.7127093733904277,4.150217157664925,0.9221373251276149
All,2007,All,104645703.8542697,20372,0.7369154500772356,1.7416807219907098,4.152851249845187,0.9172925015293492
All,2010,All,102139938.99203973,28526,0.48479664785796567,1.7968194206078985,4.163316288069817,0.9131728763045562
All,2013,All,106597393.15600339,26615,0.4919058473688643,1.8148654178933838,4.09938703648268,0.9226597005463111
All,2016,All,111461270.04361166,28009,0.4977547137841735,1.8949325816117706,4.139268213041946,0.9606101681283918
All,2019,All,114561080.38571322,26150,0.5854265859057156,1.8486769937748637,4.1547907611057004,0.9650806267262096
All,All,"(15,20]",7132213.449212611,1232,-0.7586248653329717,1.9779221299706335,2.8615650471019514,0.8556053324294248
All,All,"(20,25]",38301398.75744594,6540,-1.0014905801071365,1.7420523772181444,3.500055914158067,0.7623891509006964
All,All,"(25,30]",64792079.07813065,11453,-0.5435186464439437,1.5169076966510147,3.9705932854454775,0.7195903894016917
All,All,"(30,35]",76833634.53744955,14189,-0.27154909891866724,1.5132026668926462,4.189271745651818,0.7516750220591969
All,All,"(35,40]",86517746.44482443,18305,-0.012964411813856791,1.5814023840126317,4.295856821745138,0.7972930213641523
All,All,"(40,45]",94291528.01046914,21454,0.3027085778445724,1.549211315204094,4.3581589236722476,0.8302768026135345
All,All,"(45,50]",94039658.93626265,23327,0.5467213868347744,1.552400799389431,4.4149306641773,0.88091704883655
All,All,"(50,55]",90475992.19361311,24712,0.7417417860861684,1.5943390280863738,4.39820487671054,0.94080435445468
All,All,"(55,60]",80635999.51867823,22769,1.0078380942641254,1.6198486749131025,4.305567503021981,0.9887761144684385
All,All,"(60,65]",72175688.12508897,20159,1.1556420417849282,1.6985411269059931,4.155555614723829,1.007579934510979
All,All,"(65,70]",64928607.12400947,16404,1.3505144300685186,1.6649854778639714,3.976170739831021,0.9698781703286417
All,All,"(70,75]",53314480.33127927,12160,1.5284867403976614,1.5870615770449719,3.792443726305753,0.9423562939713019
All,All,"(75,80]",44757752.32382846,8627,1.5831188338381752,1.5939484248404006,3.624209574155732,0.8976720799085824
All,All,"(80,85]",30220418.089825574,5605,1.634766747188284,1.6233255196734766,3.5749779315465644,0.8464880145047097
All,All,"(85,90]",14060689.69350626,2499,1.721786590880081,1.65107184899677,3.4534801861324045,0.8388095964180435
All,All,"(90,95]",5714668.813066513,1065,1.672037734329221,1.8960565668076024,3.3697614430063156,0.8403050685245416
